(Epoch 0 / 5)
(Iteration 0 / 490) loss:0.230249
(Iteration 1 / 490) loss:0.230263
(Iteration 2 / 490) loss:0.229902
(Iteration 3 / 490) loss:0.229973
(Iteration 4 / 490) loss:0.229848
(Iteration 5 / 490) loss:0.228965
(Iteration 6 / 490) loss:0.230176
(Iteration 7 / 490) loss:0.229312
(Iteration 8 / 490) loss:0.229725
(Iteration 9 / 490) loss:0.229857
(Iteration 10 / 490) loss:0.229561
(Iteration 11 / 490) loss:0.228881
(Iteration 12 / 490) loss:0.228056
(Iteration 13 / 490) loss:0.227055
(Iteration 14 / 490) loss:0.227332
(Iteration 15 / 490) loss:0.228324
(Iteration 16 / 490) loss:0.22662
(Iteration 17 / 490) loss:0.226638
(Iteration 18 / 490) loss:0.230702
(Iteration 19 / 490) loss:0.226919
(Iteration 20 / 490) loss:0.228131
(Iteration 21 / 490) loss:0.224202
(Iteration 22 / 490) loss:0.226658
(Iteration 23 / 490) loss:0.222142
(Iteration 24 / 490) loss:0.222279
(Iteration 25 / 490) loss:0.225463
(Iteration 26 / 490) loss:0.222784
(Iteration 27 / 490) loss:0.222226
(Iteration 28 / 490) loss:0.220591
(Iteration 29 / 490) loss:0.223126
(Iteration 30 / 490) loss:0.221619
(Iteration 31 / 490) loss:0.221928
(Iteration 32 / 490) loss:0.219292
(Iteration 33 / 490) loss:0.218806
(Iteration 34 / 490) loss:0.221295
(Iteration 35 / 490) loss:0.219249
(Iteration 36 / 490) loss:0.220003
(Iteration 37 / 490) loss:0.218325
(Iteration 38 / 490) loss:0.216206
(Iteration 39 / 490) loss:0.220774
(Iteration 40 / 490) loss:0.220383
(Iteration 41 / 490) loss:0.217945
(Iteration 42 / 490) loss:0.221364
(Iteration 43 / 490) loss:0.216273
(Iteration 44 / 490) loss:0.220551
(Iteration 45 / 490) loss:0.21622
(Iteration 46 / 490) loss:0.211698
(Iteration 47 / 490) loss:0.212013
(Iteration 48 / 490) loss:0.214529
(Iteration 49 / 490) loss:0.220024
(Iteration 50 / 490) loss:0.216022
(Iteration 51 / 490) loss:0.225011
(Iteration 52 / 490) loss:0.218312
(Iteration 53 / 490) loss:0.207989
(Iteration 54 / 490) loss:0.21528
(Iteration 55 / 490) loss:0.209798
(Iteration 56 / 490) loss:0.204211
(Iteration 57 / 490) loss:0.224212
(Iteration 58 / 490) loss:0.21399
(Iteration 59 / 490) loss:0.211021
(Iteration 60 / 490) loss:0.211069
(Iteration 61 / 490) loss:0.209695
(Iteration 62 / 490) loss:0.21414
(Iteration 63 / 490) loss:0.214939
(Iteration 64 / 490) loss:0.217829
(Iteration 65 / 490) loss:0.210279
(Iteration 66 / 490) loss:0.213365
(Iteration 67 / 490) loss:0.207915
(Iteration 68 / 490) loss:0.220445
(Iteration 69 / 490) loss:0.217034
(Iteration 70 / 490) loss:0.213812
(Iteration 71 / 490) loss:0.213988
(Iteration 72 / 490) loss:0.206757
(Iteration 73 / 490) loss:0.211783
(Iteration 74 / 490) loss:0.20774
(Iteration 75 / 490) loss:0.217924
(Iteration 76 / 490) loss:0.214248
(Iteration 77 / 490) loss:0.207196
(Iteration 78 / 490) loss:0.211904
(Iteration 79 / 490) loss:0.206675
(Iteration 80 / 490) loss:0.200137
(Iteration 81 / 490) loss:0.207509
(Iteration 82 / 490) loss:0.210775
(Iteration 83 / 490) loss:0.210299
(Iteration 84 / 490) loss:0.217263
(Iteration 85 / 490) loss:0.207882
(Iteration 86 / 490) loss:0.209334
(Iteration 87 / 490) loss:0.210005
(Iteration 88 / 490) loss:0.204284
(Iteration 89 / 490) loss:0.220758
(Iteration 90 / 490) loss:0.215078
(Iteration 91 / 490) loss:0.199431
(Iteration 92 / 490) loss:0.205418
(Iteration 93 / 490) loss:0.204313
(Iteration 94 / 490) loss:0.212817
(Iteration 95 / 490) loss:0.209585
(Iteration 96 / 490) loss:0.20334
(Iteration 97 / 490) loss:0.21163
(Iteration 98 / 490) loss:0.200489
(Iteration 99 / 490) loss:0.209879
(Iteration 100 / 490) loss:0.209839
(Iteration 101 / 490) loss:0.215898
(Iteration 102 / 490) loss:0.21022
(Iteration 103 / 490) loss:0.197712
(Iteration 104 / 490) loss:0.217643
(Iteration 105 / 490) loss:0.209887
(Iteration 106 / 490) loss:0.199576
(Iteration 107 / 490) loss:0.201603
(Iteration 108 / 490) loss:0.204702
(Iteration 109 / 490) loss:0.209754
(Iteration 110 / 490) loss:0.200827
(Iteration 111 / 490) loss:0.204341
(Iteration 112 / 490) loss:0.19983
(Iteration 113 / 490) loss:0.21349
(Iteration 114 / 490) loss:0.213309
(Iteration 115 / 490) loss:0.202344
(Iteration 116 / 490) loss:0.202075
(Iteration 117 / 490) loss:0.201967
(Iteration 118 / 490) loss:0.216681
(Iteration 119 / 490) loss:0.206779
(Iteration 120 / 490) loss:0.202453
(Iteration 121 / 490) loss:0.195749
(Iteration 122 / 490) loss:0.20987
(Iteration 123 / 490) loss:0.202025
(Iteration 124 / 490) loss:0.20616
(Iteration 125 / 490) loss:0.21097
(Iteration 126 / 490) loss:0.200346
(Iteration 127 / 490) loss:0.206744
(Iteration 128 / 490) loss:0.19697
(Iteration 129 / 490) loss:0.209325
(Iteration 130 / 490) loss:0.20039
(Iteration 131 / 490) loss:0.214905
(Iteration 132 / 490) loss:0.204087
(Iteration 133 / 490) loss:0.202368
(Iteration 134 / 490) loss:0.207169
(Iteration 135 / 490) loss:0.20348
(Iteration 136 / 490) loss:0.195814
(Iteration 137 / 490) loss:0.200502
(Iteration 138 / 490) loss:0.199864
(Iteration 139 / 490) loss:0.209464
(Iteration 140 / 490) loss:0.201483
(Iteration 141 / 490) loss:0.210885
(Iteration 142 / 490) loss:0.202398
(Iteration 143 / 490) loss:0.211121
(Iteration 144 / 490) loss:0.20981
(Iteration 145 / 490) loss:0.194247
(Iteration 146 / 490) loss:0.207841
(Iteration 147 / 490) loss:0.206763
(Iteration 148 / 490) loss:0.194413
(Iteration 149 / 490) loss:0.21882
(Iteration 150 / 490) loss:0.205866
(Iteration 151 / 490) loss:0.209512
(Iteration 152 / 490) loss:0.197632
(Iteration 153 / 490) loss:0.206405
(Iteration 154 / 490) loss:0.206407
(Iteration 155 / 490) loss:0.207803
(Iteration 156 / 490) loss:0.199823
(Iteration 157 / 490) loss:0.206169
(Iteration 158 / 490) loss:0.206414
(Iteration 159 / 490) loss:0.211494
(Iteration 160 / 490) loss:0.195641
(Iteration 161 / 490) loss:0.19843
(Iteration 162 / 490) loss:0.199712
(Iteration 163 / 490) loss:0.207111
(Iteration 164 / 490) loss:0.197915
(Iteration 165 / 490) loss:0.205163
(Iteration 166 / 490) loss:0.205468
(Iteration 167 / 490) loss:0.203121
(Iteration 168 / 490) loss:0.213247
(Iteration 169 / 490) loss:0.195179
(Iteration 170 / 490) loss:0.206872
(Iteration 171 / 490) loss:0.210186
(Iteration 172 / 490) loss:0.203725
(Iteration 173 / 490) loss:0.202073
(Iteration 174 / 490) loss:0.206363
(Iteration 175 / 490) loss:0.209991
(Iteration 176 / 490) loss:0.206734
(Iteration 177 / 490) loss:0.202168
(Iteration 178 / 490) loss:0.198294
(Iteration 179 / 490) loss:0.194302
(Iteration 180 / 490) loss:0.197376
(Iteration 181 / 490) loss:0.207793
(Iteration 182 / 490) loss:0.194728
(Iteration 183 / 490) loss:0.207886
(Iteration 184 / 490) loss:0.203423
(Iteration 185 / 490) loss:0.192605
(Iteration 186 / 490) loss:0.204311
(Iteration 187 / 490) loss:0.193046
(Iteration 188 / 490) loss:0.198083
(Iteration 189 / 490) loss:0.202463
(Iteration 190 / 490) loss:0.202824
(Iteration 191 / 490) loss:0.186796
(Iteration 192 / 490) loss:0.209866
(Iteration 193 / 490) loss:0.209617
(Iteration 194 / 490) loss:0.187168
(Iteration 195 / 490) loss:0.196951
(Iteration 196 / 490) loss:0.197801
(Iteration 197 / 490) loss:0.198794
(Iteration 198 / 490) loss:0.193832
(Iteration 199 / 490) loss:0.204771
(Iteration 200 / 490) loss:0.196757
(Iteration 201 / 490) loss:0.193591
(Iteration 202 / 490) loss:0.204572
(Iteration 203 / 490) loss:0.19505
(Iteration 204 / 490) loss:0.193792
(Iteration 205 / 490) loss:0.202928
(Iteration 206 / 490) loss:0.194394
(Iteration 207 / 490) loss:0.204149
(Iteration 208 / 490) loss:0.185899
(Iteration 209 / 490) loss:0.190443
(Iteration 210 / 490) loss:0.207141
(Iteration 211 / 490) loss:0.198495
(Iteration 212 / 490) loss:0.188225
(Iteration 213 / 490) loss:0.20984
(Iteration 214 / 490) loss:0.191248
(Iteration 215 / 490) loss:0.194316
(Iteration 216 / 490) loss:0.192405
(Iteration 217 / 490) loss:0.192559
(Iteration 218 / 490) loss:0.204279
(Iteration 219 / 490) loss:0.199315
(Iteration 220 / 490) loss:0.192294
(Iteration 221 / 490) loss:0.200044
(Iteration 222 / 490) loss:0.206947
(Iteration 223 / 490) loss:0.194177
(Iteration 224 / 490) loss:0.197584
(Iteration 225 / 490) loss:0.190811
(Iteration 226 / 490) loss:0.18821
(Iteration 227 / 490) loss:0.198381
(Iteration 228 / 490) loss:0.19588
(Iteration 229 / 490) loss:0.21146
(Iteration 230 / 490) loss:0.19755
(Iteration 231 / 490) loss:0.184036
(Iteration 232 / 490) loss:0.195848
(Iteration 233 / 490) loss:0.183942
(Iteration 234 / 490) loss:0.193235
(Iteration 235 / 490) loss:0.191122
(Iteration 236 / 490) loss:0.183075
(Iteration 237 / 490) loss:0.198557
(Iteration 238 / 490) loss:0.186706
(Iteration 239 / 490) loss:0.203214
(Iteration 240 / 490) loss:0.196006
(Iteration 241 / 490) loss:0.181889
(Iteration 242 / 490) loss:0.194811
(Iteration 243 / 490) loss:0.200467
(Iteration 244 / 490) loss:0.186762
(Iteration 245 / 490) loss:0.192331
(Iteration 246 / 490) loss:0.18954
(Iteration 247 / 490) loss:0.191274
(Iteration 248 / 490) loss:0.212725
(Iteration 249 / 490) loss:0.193774
(Iteration 250 / 490) loss:0.19766
(Iteration 251 / 490) loss:0.183549
(Iteration 252 / 490) loss:0.19428
(Iteration 253 / 490) loss:0.188582
(Iteration 254 / 490) loss:0.199035
(Iteration 255 / 490) loss:0.193751
(Iteration 256 / 490) loss:0.199388
(Iteration 257 / 490) loss:0.199085
(Iteration 258 / 490) loss:0.201033
(Iteration 259 / 490) loss:0.191326
